AddressID,AddressTypeID,BusinessEntityID,Año,Trimestre,Mes,Día,rowguid
22,2,280,2014,Trim. 3,septiembre,12,ED7624A5-F89A-41A8-90D1-7A04053ED7B8
23,2,165,2014,Trim. 3,septiembre,12,4D86D522-BBE7-4F72-A259-EFACC2E2CF16
24,2,277,2014,Trim. 3,septiembre,12,4759354A-F878-46E9-8E19-9C8015EA19DF
25,5,1330,2012,Trim. 3,julio,31,85666565-49E8-427A-8A2A-C7960C7E665A
26,2,281,2014,Trim. 3,septiembre,12,905D59C9-B3C3-4C80-A597-5BB56D70A8C4
27,2,276,2014,Trim. 3,septiembre,12,E434CBDE-A6A2-4C39-A6F4-4BC063F37A15
28,5,1204,2011,Trim. 3,agosto,1,32AC1E35-A59F-4776-BA25-E64429512B5D
29,2,279,2014,Trim. 3,septiembre,12,02BE8769-3A6F-4244-9419-4459DE9765FF
30,5,616,2011,Trim. 3,julio,1,273651CE-9671-4A98-85DF-6DEC0A28F68F
31,2,282,2014,Trim. 3,septiembre,12,7665311A-67FA-48A7-B879-C1B4556A07B5
32,5,332,2012,Trim. 2,junio,30,BE00FFC6-194B-44E9-A129-DFBEB8F1301F
33,2,278,2014,Trim. 3,septiembre,12,7B51426E-2E3B-4300-AEC8-8BCCA1ECAF14
34,2,290,2014,Trim. 3,septiembre,12,C3C2192F-8F3D-45EF-B4DE-C3358D887108
35,2,288,2014,Trim. 3,septiembre,12,5DF50F2C-435E-4A4D-B78D-A618B51D7956
36,2,286,2014,Trim. 3,septiembre,12,19A6516F-D2EA-400C-AF8E-D5C50E604B7C
37,2,289,2014,Trim. 3,septiembre,12,D2A1A082-60EE-43F4-82E4-969DDE6D25F5
38,2,275,2014,Trim. 3,septiembre,12,C5340C8C-4042-490E-AFEF-E2841D705823
39,2,284,2014,Trim. 3,septiembre,12,9F839C13-E06D-4FA2-951F-9C5C354568C4
40,2,107,2014,Trim. 3,septiembre,12,532BAFF4-A61C-429C-9A0B-FC0A9C19E979
41,5,5668,2014,Trim. 1,marzo,25,9409F593-79ED-400A-A300-AA418E5A873B
42,2,145,2014,Trim. 3,septiembre,12,AE888924-EBEB-4BB7-A64D-B6AE52E555E6
43,2,90,2014,Trim. 3,septiembre,12,2953037B-BDD4-4F8F-BCF8-FA7835A2A10E
44,2,127,2014,Trim. 3,septiembre,12,38FCAA5C-61AA-4B5F-B3D2-0D7759D8127B
45,2,167,2014,Trim. 3,septiembre,12,F4416504-45DD-4A49-ABC5-503E72A76203
46,2,56,2014,Trim. 3,septiembre,12,7063CCC3-D11C-4478-BB63-F4656D8DD3C8
47,2,61,2014,Trim. 3,septiembre,12,28ED65A7-4EB7-48AA-B78F-9CB0380C3727
48,2,52,2014,Trim. 3,septiembre,12,A66186AA-81E9-45D7-AF56-264973870589
49,2,7,2014,Trim. 3,septiembre,12,1528E305-3E34-4DEA-BDD7-C7DDCDD11EF8
50,2,225,2014,Trim. 3,septiembre,12,05C091EE-7DA6-4CDB-AB5E-EE2BA5BF6B3A
51,2,109,2014,Trim. 3,septiembre,12,D54194E7-7346-4ECF-8701-D40D1A90A07F
52,2,174,2014,Trim. 3,septiembre,12,1C424ACE-0263-455C-9913-2FFF753DD0C9
53,2,155,2014,Trim. 3,septiembre,12,005A3DAE-ED22-4888-9738-6FF74678FF22
54,2,84,2014,Trim. 3,septiembre,12,B5C189A7-E7CE-4EFF-921A-57BC6A5D9962
55,2,57,2014,Trim. 3,septiembre,12,65887859-4F2E-4523-AEAB-A8FBB8E491B3
56,2,49,2014,Trim. 3,septiembre,12,80AD19F1-7D70-4FD6-864B-F0B3095188DD
57,2,201,2014,Trim. 3,septiembre,12,22A552C5-0831-4217-B298-20E3624C9F92
58,2,194,2014,Trim. 3,septiembre,12,052C0501-026A-47FE-A378-F626502026BE
59,2,168,2014,Trim. 3,septiembre,12,778FBAE2-B5CA-4AB5-9C61-ACB4B25DA284
60,2,54,2014,Trim. 3,septiembre,12,CF0B21F7-721E-4996-B26A-6A113605CE2E
61,2,28,2014,Trim. 3,septiembre,12,77253AEF-8883-4E76-97AA-7B7DAC21A2CD
62,2,135,2014,Trim. 3,septiembre,12,0EF4C6E1-8AAC-4A88-AF2F-0701014D3941
63,2,25,2014,Trim. 3,septiembre,12,FB3F9EAE-4738-404D-864B-103378819225
64,2,189,2014,Trim. 3,septiembre,12,797097F9-7F14-4593-9C83-4D5A1A7B2132
65,2,166,2014,Trim. 3,septiembre,12,CB63F4D6-4002-44AC-92F5-8B7E2556D849
66,5,5561,2014,Trim. 2,mayo,27,C8A2C0AD-3E25-477B-9657-4E15528C4853
67,2,42,2014,Trim. 3,septiembre,12,E29B7247-2280-40E1-B1DE-47E2A60B2285
68,2,67,2014,Trim. 3,septiembre,12,44518ECA-DE6F-431C-AC46-54A4C081C007
69,2,41,2014,Trim. 3,septiembre,12,1FD3B33E-6F73-4C9C-B5A3-77C1D4E65A7A
70,2,181,2014,Trim. 3,septiembre,12,6572425B-0F2E-403C-8FCD-2E959DB932C9
71,2,51,2014,Trim. 3,septiembre,12,23EF0683-F215-4970-B3DD-17020D16A828
72,2,130,2014,Trim. 3,septiembre,12,45942F41-BE39-4D63-A5BE-B0FD9E528D29
73,2,176,2014,Trim. 3,septiembre,12,25E89B22-D970-4A2A-A13C-240A081AAE4A
74,2,146,2014,Trim. 3,septiembre,12,A3A73D84-46AB-45A6-BEC2-5802C0E44982
75,2,158,2014,Trim. 3,septiembre,12,1C4195F2-F8B5-4063-B2DE-042ECDC9DCF7
76,2,97,2014,Trim. 3,septiembre,12,52245CF5-7E0A-4B06-9D5D-9EF74ED00FD8
77,2,27,2014,Trim. 3,septiembre,12,FE9A5496-A871-43C1-ABD7-7E598F1231C9
78,2,162,2014,Trim. 3,septiembre,12,0339A0AE-8626-4CA5-AA2B-0E2427852F42
79,2,79,2014,Trim. 3,septiembre,12,056D6E47-A493-4D5F-B5E5-E59FCEEADE1D
80,2,184,2014,Trim. 3,septiembre,12,4084C24D-40EA-4736-92EE-19897F3DF6FC
81,2,106,2014,Trim. 3,septiembre,12,11EC97F2-C71D-44AB-A60D-52826BA12928
82,2,185,2014,Trim. 3,septiembre,12,F6A9461E-68AE-4A5C-A208-ABBAA685F7B9
83,2,98,2014,Trim. 3,septiembre,12,785D1634-4F68-49E1-BBD2-8BA4558C94D2
84,2,44,2014,Trim. 3,septiembre,12,783A4C42-9B03-40BE-96DC-DCD637AC5143
85,2,46,2014,Trim. 3,septiembre,12,49551ABD-4C8E-4EEE-9B72-CBB8204636CB
86,2,188,2014,Trim. 3,septiembre,12,ED480221-27B1-495E-8420-B7B143C12DD5
87,2,118,2014,Trim. 3,septiembre,12,0BCF438C-D6E4-4A03-98E6-EE37521E27F0
88,2,108,2014,Trim. 3,septiembre,12,0EAD4106-8707-452E-9729-45D4A1EC5A9B
89,2,170,2014,Trim. 3,septiembre,12,46E5E1E7-E094-401C-AF62-7D89B2E79E38
90,2,38,2014,Trim. 3,septiembre,12,6D6AA1BD-0747-4997-9E4F-6B9F1C1460D1
91,2,87,2014,Trim. 3,septiembre,12,67D3A570-A9F5-4260-830E-104E80A72AE6
92,2,40,2014,Trim. 3,septiembre,12,F306C391-0D6B-43AE-9629-E50F56C01EC1
93,2,39,2014,Trim. 3,septiembre,12,316ACA7B-BD68-49E3-95BA-2A19B32886AE
94,2,77,2014,Trim. 3,septiembre,12,3E0229E6-7FD3-4CEF-B416-5CC2F08DF5BC
95,2,161,2014,Trim. 3,septiembre,12,23FAAD21-7DE4-4026-AD18-245F10F614B6
96,2,60,2014,Trim. 3,septiembre,12,E9514B97-D6F5-4300-A1E7-B8F258976B35
97,2,62,2014,Trim. 3,septiembre,12,407AA175-5AAD-4B23-9F82-9AABD6792F3D
98,2,152,2014,Trim. 3,septiembre,12,56610BDE-EC51-41E4-B44F-8FAF5D86ECB0
99,2,74,2014,Trim. 3,septiembre,12,FB95DC65-7BFD-44A9-A6AF-510B7DEC121E
100,2,36,2014,Trim. 3,septiembre,12,BD3A4B7D-2194-4043-A9B5-F88C18374AF3
101,2,132,2014,Trim. 3,septiembre,12,D159AA8B-EE5C-4C58-94F4-F92F33EA8583
102,2,156,2014,Trim. 3,septiembre,12,EEC4C1DF-C2F7-41E6-B76B-2E5BCAA495DA
103,2,83,2014,Trim. 3,septiembre,12,299F0C72-D99E-466C-B9AC-B4AB0FA3D276
104,2,202,2014,Trim. 3,septiembre,12,893D3D30-4383-494E-8E64-FA2B842F50A5
105,2,147,2014,Trim. 3,septiembre,12,82A17F29-D416-4C28-8D40-9498ED7C657C
106,2,199,2014,Trim. 3,septiembre,12,8F7286F3-421F-4F6A-90B4-E963DB409420
107,2,208,2014,Trim. 3,septiembre,12,D7F0F228-C7BE-4AB3-A0C1-76298C90D1ED
108,2,33,2014,Trim. 3,septiembre,12,F4085F41-E061-4D04-9758-36BADE9F8D09
109,2,82,2014,Trim. 3,septiembre,12,3448D4BB-A918-49E1-A084-064B4E7F5675
110,2,78,2014,Trim. 3,septiembre,12,0A1DC982-7E81-4551-A98A-22F236C1EEF2
111,2,157,2014,Trim. 3,septiembre,12,8F7E740A-8FE0-405B-8229-91BDBB8A6481
112,2,191,2014,Trim. 3,septiembre,12,97333EC6-13A4-43F0-A325-ED5F827087B6
113,2,66,2014,Trim. 3,septiembre,12,7CCEA114-5AED-44BA-83A0-1DEAD7468003
114,2,69,2014,Trim. 3,septiembre,12,DC8F3D02-84D5-44DE-8BC6-573AE9CB547E
115,2,180,2014,Trim. 3,septiembre,12,4BDAB953-4CDC-45C5-96A9-D690BA27AA8C
116,2,200,2014,Trim. 3,septiembre,12,4B114E37-5DAE-44B0-8A16-8E9D96540D21
117,2,131,2014,Trim. 3,septiembre,12,DE4E0E85-CCFC-4951-9067-FFAD6130AE41
118,2,112,2014,Trim. 3,septiembre,12,08DA2F7E-4B9F-4A41-A3A7-9FF3D77291E1
119,2,58,2014,Trim. 3,septiembre,12,BEE6017F-0AE1-4050-90F4-84B09FB08006
120,2,71,2014,Trim. 3,septiembre,12,56E58AD3-1BA8-4FE2-87A0-73BB7C12DEAE
121,2,102,2014,Trim. 3,septiembre,12,73D8C6DD-A895-4DBC-9B25-ED599D49D50F
122,2,104,2014,Trim. 3,septiembre,12,15995DD4-44C7-4B7E-A0E8-5985A21D743B
123,2,190,2014,Trim. 3,septiembre,12,CDA7A101-3C23-4B3C-8162-39E9B86C29F5
124,2,94,2014,Trim. 3,septiembre,12,5DB9F5AF-FECD-407E-B376-2D299534C72C
125,2,70,2014,Trim. 3,septiembre,12,E3DB3FED-EFE4-4633-9008-6C90B4217536
126,2,195,2014,Trim. 3,septiembre,12,D082FA34-C6AA-45F5-810A-9A73F7B05335
127,2,193,2014,Trim. 3,septiembre,12,6DDB3995-023C-42AB-99CB-ADDBDDF24512
128,2,91,2014,Trim. 3,septiembre,12,DAFC45DE-2939-4CB4-A946-114246CB8227
129,2,171,2014,Trim. 3,septiembre,12,D7153B81-CAA1-45B7-95B4-1E9708F77FEE
130,2,120,2014,Trim. 3,septiembre,12,F3081E25-FCCB-4C5F-9323-BB2819DBE8F3
131,2,55,2014,Trim. 3,septiembre,12,8BEEDDC2-181A-44A4-B186-3BF537E8A7FE
132,2,143,2014,Trim. 3,septiembre,12,21DE27ED-94E6-4E0F-9432-6AFD0479ED37
133,2,100,2014,Trim. 3,septiembre,12,0926E48D-AF12-4E4A-9A07-34E8541DB3D9
134,2,129,2014,Trim. 3,septiembre,12,0A868C4E-D39B-4C57-9780-6CC9F7D3C9F3
135,2,150,2014,Trim. 3,septiembre,12,A3C72FDC-8329-4FC8-B018-735FBA5B1F93
136,2,95,2014,Trim. 3,septiembre,12,083A1F19-6B01-42AC-A1AD-814AD23C96EF
137,2,154,2014,Trim. 3,septiembre,12,B206E214-4376-4504-8411-E699E361463C
138,2,198,2014,Trim. 3,septiembre,12,A097DE8C-E639-46B1-B6A1-70F0B069EDE3
139,2,115,2014,Trim. 3,septiembre,12,85552D47-6B33-49D6-8B29-F951DBA82D55
140,2,134,2014,Trim. 3,septiembre,12,6BB68F5E-B89E-4D28-A48A-EB87E9071985
141,2,111,2014,Trim. 3,septiembre,12,5D5D7B85-08A5-484F-B920-4401412E4524
142,2,31,2014,Trim. 3,septiembre,12,4471AA16-AF48-4ADC-9FF3-AE4F7A0A9E2F
143,2,64,2014,Trim. 3,septiembre,12,2EAF763F-66B4-4E87-9F00-0A0FF59817EB
144,2,114,2014,Trim. 3,septiembre,12,38651304-19E7-4ED4-A202-74E35F5C26C6
145,2,73,2014,Trim. 3,septiembre,12,AF5DA2BC-C5FD-4F46-86E6-63482CB70776
146,2,133,2014,Trim. 3,septiembre,12,71152671-FEF7-4045-B7EC-983F8735E123
147,2,204,2014,Trim. 3,septiembre,12,228C306A-07A5-4365-BA82-170D8BFCC4D7
148,2,65,2014,Trim. 3,septiembre,12,8C7E671F-71E4-448B-8281-6454F55AA169
149,2,63,2014,Trim. 3,septiembre,12,64363F9C-79A1-4BF7-B293-71CF4D8334AF
150,2,45,2014,Trim. 3,septiembre,12,121319C6-B1D9-41B3-998E-CCE1E87F95E7
151,2,116,2014,Trim. 3,septiembre,12,E29F2813-37BF-40A4-9B6E-329251E4D1B7
152,2,81,2014,Trim. 3,septiembre,12,0B4301D8-8E9C-43C8-9435-32ED974E734A
153,2,50,2014,Trim. 3,septiembre,12,7F0ACDD9-B2F2-4B03-BD77-44DF601BC1DC
154,2,197,2014,Trim. 3,septiembre,12,90630B55-66B8-4317-86E1-9FFA5D52C6A3
155,2,30,2014,Trim. 3,septiembre,12,3474921F-2E88-47AB-B83F-66E959BCDA0E
156,2,207,2014,Trim. 3,septiembre,12,F1BFEF01-E05A-458E-82A0-9EFC106A58F4
157,2,128,2014,Trim. 3,septiembre,12,437683A4-AC2C-44F1-9CF7-B63901F470F0
158,2,105,2014,Trim. 3,septiembre,12,4CDBC1E4-FEB7-4B38-932F-2423F07E1CEC
159,2,138,2014,Trim. 3,septiembre,12,DE47AC58-8ED7-4F69-BD40-D6DB548F8DBF
160,2,99,2014,Trim. 3,septiembre,12,A37CD76C-85E3-49F1-8E9F-285475CC38D0
161,2,89,2014,Trim. 3,septiembre,12,1F5C4762-D9DD-4924-B535-05AB47D96602
162,2,32,2014,Trim. 3,septiembre,12,7374DD1A-00A3-4915-BE2C-FF924619BB34
163,2,177,2014,Trim. 3,septiembre,12,1B71D38C-F92A-460A-A6F1-13ADDBFFEFBB
164,2,141,2014,Trim. 3,septiembre,12,415BDA61-A798-4133-9DDD-3C7498BA5332
165,2,186,2014,Trim. 3,septiembre,12,980CADCC-52A5-4C04-ADAD-03BB9195178E
166,2,26,2014,Trim. 3,septiembre,12,ECEF25E5-6589-4095-9C0C-877DF9295370
167,2,142,2014,Trim. 3,septiembre,12,54C5898D-B589-4727-9A8D-E83509F94FE0
168,2,144,2014,Trim. 3,septiembre,12,D7AFC3CC-C679-4959-A416-2513756982B8
169,2,206,2014,Trim. 3,septiembre,12,252180AC-CA62-409A-8E25-F4F1DF48F687
170,2,136,2014,Trim. 3,septiembre,12,3D32DAEC-3208-49CE-8FE6-A3B8F385DA6A
171,2,21,2014,Trim. 3,septiembre,12,713561FB-CCD2-4388-9008-4BF8C5439D28
172,2,149,2014,Trim. 3,septiembre,12,22BCD91B-5233-4078-BDB9-174628C4E72C
173,2,261,2014,Trim. 3,septiembre,12,E77FCF1A-A944-4600-AB2D-637C7DB317C1
174,2,19,2014,Trim. 3,septiembre,12,46420BB1-E0CB-48F9-8904-87049416F9C5
175,2,113,2014,Trim. 3,septiembre,12,EEC306AA-95B0-4D01-B4C7-53BC4A61EE1A
176,2,254,2014,Trim. 3,septiembre,12,6EF10612-313E-424E-951C-F2251AA7D485
177,2,159,2014,Trim. 3,septiembre,12,CB4BF140-020C-4BA9-9B00-E4C02F80247D
178,2,235,2014,Trim. 3,septiembre,12,FA2DDB03-5279-4D82-8047-BCFEF7D1DD10
179,5,17243,2012,Trim. 2,junio,7,DA4FF0CD-F6DE-4BAF-B4E2-A9F6BA8F23CF
180,2,258,2014,Trim. 3,septiembre,12,56B7FB0E-5CF2-42FE-AE6A-B6DE19171A20
181,2,148,2014,Trim. 3,septiembre,12,62BE0898-29A4-411A-98EB-F7C5134D0803
182,2,151,2014,Trim. 3,septiembre,12,9ABC8DE3-3139-4AED-AFB6-CEE884EB3667
183,2,253,2014,Trim. 3,septiembre,12,6D70A98E-D3D7-4BD1-9107-B54CDAA84207
184,2,34,2014,Trim. 3,septiembre,12,EAF87986-D9F1-490F-A713-AE7B19A75DD8
185,5,472,2012,Trim. 3,julio,31,4764266C-0FA0-4ADB-913F-013DA52D6353
186,2,196,2014,Trim. 3,septiembre,12,9982F918-5594-4CEC-85A0-31C93E4B9217
187,2,9,2014,Trim. 3,septiembre,12,51C9D232-DD34-49A5-8442-F269E0B9A6FF
188,2,224,2014,Trim. 3,septiembre,12,002785A3-BC48-48A7-B8EC-5D6DEE2E3678
189,2,93,2014,Trim. 3,septiembre,12,6CC46DDB-D169-4D57-83C6-9B526B5FCFF2
190,2,5,2014,Trim. 3,septiembre,12,C0ED2F68-937B-4594-9459-581AC53C98E3
191,2,20,2014,Trim. 3,septiembre,12,FC83719F-93A8-4127-BE1B-92B17E594CDD
192,2,247,2014,Trim. 3,septiembre,12,3B81089C-1327-4CE6-BAB0-23D88F56499F
193,2,169,2014,Trim. 3,septiembre,12,97A53883-47BD-42A2-9AB9-25251AB5A6D1
194,5,5976,2013,Trim. 4,octubre,14,4769568D-9455-4918-84AE-5DA9CCE5F579
195,2,164,2014,Trim. 3,septiembre,12,480E7F99-C450-429E-9470-F0B7930E36E6
196,2,249,2014,Trim. 3,septiembre,12,3D79A6CF-482E-4E31-AA1B-BADA685C09A9
197,2,43,2014,Trim. 3,septiembre,12,FF1239F7-C8AB-42C1-9929-EB8453864717
198,2,75,2014,Trim. 3,septiembre,12,AECE6064-ADD3-4E1C-A530-5C07581DABD1
199,2,68,2014,Trim. 3,septiembre,12,43E9A9A0-C67E-4842-8420-2C719B27D548
200,2,172,2014,Trim. 3,septiembre,12,16059C41-A70F-4FE3-ADC8-A9B619EB58CE
201,5,11625,2013,Trim. 3,septiembre,5,316C4512-09DE-42A4-BB38-2E548D592F72
202,2,182,2014,Trim. 3,septiembre,12,B1398D33-4B9F-4915-93EA-2B8648A975C9
203,2,139,2014,Trim. 3,septiembre,12,E4DFF7C6-C16E-458B-89AE-EB7D2AAD6979
204,2,80,2014,Trim. 3,septiembre,12,E10BC09A-6C81-4DF2-9941-5F90C4665AF6
205,2,173,2014,Trim. 3,septiembre,12,D360FCFD-CB5E-4433-9DEA-CE96F2B48A1F
206,5,20099,2013,Trim. 3,septiembre,25,9A21C3D0-14F1-4AED-B054-FA00CF5B092A
207,2,205,2014,Trim. 3,septiembre,12,587CF895-DA0F-47D8-9F8B-602B31DCBE9B
208,2,53,2014,Trim. 3,septiembre,12,ACA1671B-9214-4A40-B412-B130A34578BA
209,2,18,2014,Trim. 3,septiembre,12,3EB9A702-4344-4E1B-8CB2-A2BA00E91384
210,2,263,2014,Trim. 3,septiembre,12,BC0B1375-59EA-415C-B0B8-B992312D4B78
211,2,260,2014,Trim. 3,septiembre,12,7881934F-323D-4228-9AE4-044345AE9C10
212,2,35,2014,Trim. 3,septiembre,12,1D7CB034-0854-4445-9165-703C3BC50ECF
213,2,140,2014,Trim. 3,septiembre,12,0CC2CA80-0D97-4EBA-BEA0-DB410807B82A
214,2,16,2014,Trim. 3,septiembre,12,9CD92F26-342B-4AF0-80E3-23FA079912B5
215,2,259,2014,Trim. 3,septiembre,12,A09FE307-2307-462E-AC00-CCBD2A54DE47
216,2,274,2014,Trim. 3,septiembre,12,D96D640F-3AD1-40E8-8B9B-10D5220DCC40
217,5,20305,2013,Trim. 4,octubre,13,BE560284-52CB-44D6-BF72-0D9B7ACF15D6
218,2,29,2014,Trim. 3,septiembre,12,619123C1-FAD9-4A03-8690-D63FD7B3714A
219,2,13,2014,Trim. 3,septiembre,12,F7C52CB0-99D3-4632-AD41-00A1D3B13145
220,2,110,2014,Trim. 3,septiembre,12,8977B7D3-2405-45BA-8F50-CBAA551B6845
221,2,153,2014,Trim. 3,septiembre,12,A4D33365-3D34-4C37-909D-058868F35D88
222,5,20419,2013,Trim. 2,junio,14,288F5104-F9A0-4025-AE31-A6F6D3109424
223,2,175,2014,Trim. 3,septiembre,12,F7CB921E-7B2F-4A1B-B6E3-DE375E1695CD
224,2,3,2014,Trim. 3,septiembre,12,3C915B31-7C05-4A05-9859-0DF663677240
225,5,15073,2014,Trim. 2,junio,23,76DD8EEB-B2E6-42D2-9B33-8381F619FE00
226,2,119,2014,Trim. 3,septiembre,12,15CFDFF1-BE29-4C4B-98BB-4D66527C81B3
227,2,37,2014,Trim. 3,septiembre,12,65612CDD-3E6E-429B-B11E-66A657E76383
228,2,209,2014,Trim. 3,septiembre,12,B4703425-DA44-4833-976B-B0E054AB3B25
229,2,23,2014,Trim. 3,septiembre,12,BDCD2872-254C-4D9F-B7B8-9A8DEBFD8746
230,2,8,2014,Trim. 3,septiembre,12,38F80F8F-5CA7-4D06-AEFA-CD930A0A7B3F
231,2,72,2014,Trim. 3,septiembre,12,9C0AA21A-3223-46ED-9A07-8E33D3D12800
232,2,160,2014,Trim. 3,septiembre,12,D373B354-BFB1-48D8-838D-3B5E2D03D8FF
233,2,22,2014,Trim. 3,septiembre,12,31E8CD12-9AC5-4A6D-B379-220FACBDCA3F
234,2,17,2014,Trim. 3,septiembre,12,7FA5FF71-E97B-457D-B7C4-88FB6566DC40
235,2,240,2014,Trim. 3,septiembre,12,9E7C79B5-18B9-498B-8724-BA6F4D59505A
236,5,17298,2013,Trim. 1,marzo,23,BC9FF61F-6237-4496-B781-5E0994A8B71F
237,2,92,2014,Trim. 3,septiembre,12,7DD8BBEE-5644-4BD0-A17F-356FE671B245
238,5,2996,2013,Trim. 3,agosto,3,0055EE4F-5979-4D99-953B-F2554176F49E
239,2,179,2014,Trim. 3,septiembre,12,0D2A4F49-C599-4123-A223-F3A41DA190F5
240,2,48,2014,Trim. 3,septiembre,12,57A0819C-5D99-4D72-9340-653A14FEFC8A
241,2,187,2014,Trim. 3,septiembre,12,8F048532-2CE5-4F21-9D49-487E49E6FAE9
242,2,203,2014,Trim. 3,septiembre,12,03BC57D8-AFF7-42D9-8BD8-8F107A4F3E96
243,2,24,2014,Trim. 3,septiembre,12,A249F1B3-F689-49CB-A1DA-C561BB9F6165
244,2,178,2014,Trim. 3,septiembre,12,9FA56134-D383-431E-AFF7-5E22171D46FD
245,2,242,2014,Trim. 3,septiembre,12,11DA1D3D-968C-42C1-B0BA-203155725F7F
246,2,47,2014,Trim. 3,septiembre,12,5B853C62-07B2-49C7-8586-46765851CE3A
247,2,226,2014,Trim. 3,septiembre,12,C3D0A5E0-FE86-4B36-A9C1-CD739C1A1FB3
248,2,163,2014,Trim. 3,septiembre,12,2B0A83BF-EAE7-4707-A7A6-575E4BB0ABF4
249,2,1,2014,Trim. 3,septiembre,12,3A5D0A00-6739-4DFE-A8F7-844CD9DEE3DF
250,2,222,2014,Trim. 3,septiembre,12,168EF75D-4939-4BA5-B9A5-CDC985ABD9A0
251,2,262,2014,Trim. 3,septiembre,12,66EED4AC-1D84-4AA4-994E-F496EADBFAB4
252,2,239,2014,Trim. 3,septiembre,12,4BCA0C2D-1601-497C-8E51-1E4EE2944886
253,2,244,2014,Trim. 3,septiembre,12,753E7BB3-6783-4238-8FA0-E0B9E1D59E70
254,2,238,2014,Trim. 3,septiembre,12,296EC178-B3DA-4129-95F3-9027F0A7411F
255,5,20550,2014,Trim. 1,marzo,2,1FB91B33-B1E0-4E9B-AD93-F6E6D4D79D3D
256,2,241,2014,Trim. 3,septiembre,12,9AC2DAC3-2624-4D4E-885E-5D83481926E0
257,2,232,2014,Trim. 3,septiembre,12,516B6589-B4E2-42F1-AB6B-FBD319D72AD2
258,2,228,2014,Trim. 3,septiembre,12,B2690EE1-F2B3-4E2B-B6B0-B67803A9FDCC
259,2,236,2014,Trim. 3,septiembre,12,6E69ED22-F10A-460A-8097-C4347BE820C3
260,2,246,2014,Trim. 3,septiembre,12,DCB7EE19-B4D7-4B5C-9864-C77EB8A49E08
261,2,231,2014,Trim. 3,septiembre,12,BEF22529-DA61-4E95-B605-4F5394DA96E1
262,2,243,2014,Trim. 3,septiembre,12,BD10427D-DDD3-467E-9B46-3D438A1F183B
263,2,229,2014,Trim. 3,septiembre,12,E736E7F1-ADBB-4FDB-A563-A171900DDB7A
264,2,248,2014,Trim. 3,septiembre,12,8FD87205-20C9-4445-8DEE-4435E872002E
265,2,220,2014,Trim. 3,septiembre,12,1DC5C524-4692-4EB8-84C3-D27ED784C4A8
266,2,237,2014,Trim. 3,septiembre,12,330CD35B-FCBB-4950-AB70-B5E719A4C6F0
267,2,270,2014,Trim. 3,septiembre,12,1DCEE596-88CC-4DD5-9055-FF1431B2B35A
268,2,264,2014,Trim. 3,septiembre,12,093E7CA4-C7DA-4FAB-981F-2D008850BBF2
269,2,266,2014,Trim. 3,septiembre,12,41226CDE-302E-44A9-B276-A249074AEE79
270,2,265,2014,Trim. 3,septiembre,12,B7B87FD1-BA69-44AA-8191-2366382BABB1
271,2,272,2014,Trim. 3,septiembre,12,27434B9B-A220-4677-9AB0-AD79DA68162B
272,2,269,2014,Trim. 3,septiembre,12,31864905-252B-42C1-B014-3E4CE948B2FD
273,2,268,2014,Trim. 3,septiembre,12,0677D60F-22E9-417B-A456-4F3266FCF6B6
