BusinessEntityID,Año,Trimestre,Mes,Día,rowguid
40,2017,Trim. 4,diciembre,13,7E972571-E349-4CEF-9325-52CC339DF648
41,2017,Trim. 4,diciembre,13,D390F5C4-63DC-4059-9302-03EEA1CD3CBD
42,2017,Trim. 4,diciembre,13,A03E96BD-1C42-419C-AF4E-2E4E85E6D146
43,2017,Trim. 4,diciembre,13,0A6C0DB2-E0E3-47C8-A931-E0AA55310F7F
44,2017,Trim. 4,diciembre,13,D970409B-1269-4B42-BD97-863258BFC07E
45,2017,Trim. 4,diciembre,13,7E20705F-E152-48E1-8FBF-9A1F99E4D804
46,2017,Trim. 4,diciembre,13,D840817E-09D3-40FB-A5FC-1654474B7591
47,2017,Trim. 4,diciembre,13,02804145-145F-495B-9A72-0078AAC9A85F
48,2017,Trim. 4,diciembre,13,D849CC85-3507-4C0C-932D-D94CE7CCAC01
49,2017,Trim. 4,diciembre,13,607FF863-F3BC-42BB-B399-B438F6D39651
50,2017,Trim. 4,diciembre,13,81016571-BD2C-4F76-900C-2092765710BF
51,2017,Trim. 4,diciembre,13,CD7E8A48-D000-450B-9E08-E0FEF8048A13
52,2017,Trim. 4,diciembre,13,C1B94F32-B42C-4FE7-A0FB-F0C6D4755A19
53,2017,Trim. 4,diciembre,13,6D49529F-50CE-497E-9757-88A1AAEA798C
54,2017,Trim. 4,diciembre,13,85B16356-0235-4696-A543-C750AC3509E8
55,2017,Trim. 4,diciembre,13,395D317A-E79F-46D3-8ACD-60BD400D4898
56,2017,Trim. 4,diciembre,13,129EF710-7FB3-4AE8-9868-8CB56B0B662F
57,2017,Trim. 4,diciembre,13,032E14E3-2041-4908-A062-0171BAF4D416
58,2017,Trim. 4,diciembre,13,2A22FD03-E6BB-4D26-ABC7-FFFAB1EDA00A
59,2017,Trim. 4,diciembre,13,A4E68611-2AE6-439A-BABA-E98032C9A519
60,2017,Trim. 4,diciembre,13,46AD6F6A-1E17-484D-9D2B-639CBEEA54E6
61,2017,Trim. 4,diciembre,13,1396CB17-0C49-46E3-A020-C3C5B43C11AA
62,2017,Trim. 4,diciembre,13,D0715E80-D94B-404C-9017-CB52AD0D591C
63,2017,Trim. 4,diciembre,13,81D9CE2A-C65B-4A8B-9315-C615215B183F
64,2017,Trim. 4,diciembre,13,76045384-B83D-4CE3-AE90-007AD719BB7B
65,2017,Trim. 4,diciembre,13,CB1F3AAC-C459-49FF-BD3A-613831F6B686
66,2017,Trim. 4,diciembre,13,3B868739-F601-4B67-AE5D-C3FAAE265378
67,2017,Trim. 4,diciembre,13,74FC4C0A-EC69-4D67-A254-CD487FD48818
68,2017,Trim. 4,diciembre,13,A4622872-2E18-4CF5-83E4-E3F8A1A6FE14
69,2017,Trim. 4,diciembre,13,A1D87D9A-EF39-4288-8072-DFE7E26F12CD
70,2017,Trim. 4,diciembre,13,A8D72A5F-E153-4B01-8744-745858D4FDFA
71,2017,Trim. 4,diciembre,13,4C998900-1A8F-4420-9B7C-B01F3DE74AC1
72,2017,Trim. 4,diciembre,13,DF253C20-F23A-4A8A-90B0-7B3A73E7718F
73,2017,Trim. 4,diciembre,13,BE19EFB4-A4A3-44D4-87D1-9D142DCD98A2
74,2017,Trim. 4,diciembre,13,ED91ED2B-D1BC-4306-B527-5350925D5C35
75,2017,Trim. 4,diciembre,13,B4C18FD0-6A48-469F-9B3F-8998F96FD042
76,2017,Trim. 4,diciembre,13,1C857FA7-B649-4EDB-B3C2-6A00CD0AA513
77,2017,Trim. 4,diciembre,13,AE5919A9-1223-4BA0-8EDC-1D74B9EF8ED6
78,2017,Trim. 4,diciembre,13,9AFF307D-977C-4E0C-A251-8B18AA5C5DDE
79,2017,Trim. 4,diciembre,13,AEA66160-A027-4A9D-BA33-03A5B9811984
80,2017,Trim. 4,diciembre,13,2B26690D-69B2-4E74-9E09-3AF38FA3F2B5
81,2017,Trim. 4,diciembre,13,5A37FEC1-E99A-4567-A81B-DFC56822CF30
82,2017,Trim. 4,diciembre,13,8016D7E5-6D5A-4D40-B737-6043EDA2CB0D
83,2017,Trim. 4,diciembre,13,F4F2785E-35F8-4AAC-9FBF-4BE04A1E4699
84,2017,Trim. 4,diciembre,13,CA809E5C-6ED2-4915-AB53-C97A1FEDF036
85,2017,Trim. 4,diciembre,13,A0ADA6A3-37A3-4EB8-9947-A2694FC41A66
86,2017,Trim. 4,diciembre,13,DBE8F59B-9406-42DA-AFB5-765051CEF944
87,2017,Trim. 4,diciembre,13,FAD9DEA3-D505-42B6-8DC3-C0B06EBEA73E
88,2017,Trim. 4,diciembre,13,C762032B-DD98-4A78-8E53-B0736B294BAF
89,2017,Trim. 4,diciembre,13,CBBE652C-5A29-4E36-9DDF-FF0859036C61
90,2017,Trim. 4,diciembre,13,4FEB5D3F-C390-4FE4-AF6F-0E367A8B439E
91,2017,Trim. 4,diciembre,13,05A1377D-E60F-4F76-8F0A-60AB36504E57
92,2017,Trim. 4,diciembre,13,478CD17A-BDAB-45B5-908F-DE28A9A1252C
93,2017,Trim. 4,diciembre,13,B99CD287-49D4-4FE2-A95C-5F43348054FE
94,2017,Trim. 4,diciembre,13,05211184-E660-4F39-92E0-76ACB6E861FE
95,2017,Trim. 4,diciembre,13,11A8DAB1-2A12-43FA-862B-65CC0A0289BB
96,2017,Trim. 4,diciembre,13,7FA5877D-34CE-4177-9225-1EDB7B9EB1B3
97,2017,Trim. 4,diciembre,13,E554AFA0-CAA9-4911-A8A8-718AE64E47C9
98,2017,Trim. 4,diciembre,13,724B11BA-4763-4962-9753-C83C3CDB1B54
99,2017,Trim. 4,diciembre,13,94CF606F-FDA5-4A3F-BC22-D84D8404ABEE
100,2017,Trim. 4,diciembre,13,B0828B9D-2F74-467E-8439-E512F1EA9D7B
101,2017,Trim. 4,diciembre,13,322E1105-6F1A-4D66-AB8E-9FF9F0B16CEB
102,2017,Trim. 4,diciembre,13,4DEB3443-FD33-43D1-9E22-D780BD72165F
103,2017,Trim. 4,diciembre,13,F1654DBA-1175-4793-9B42-F69E27A9BA67
104,2017,Trim. 4,diciembre,13,3A8C614D-D937-43F9-86B6-3583F0E0476F
105,2017,Trim. 4,diciembre,13,AB8E487B-0909-434E-94AD-A1EF0F6238D6
106,2017,Trim. 4,diciembre,13,7F227026-6F3D-4985-88F0-FE1FD6EAA6FF
107,2017,Trim. 4,diciembre,13,009A1303-FCA4-4CC8-9F08-C24027FBECF3
108,2017,Trim. 4,diciembre,13,6638DCE7-BAD4-43E9-A52E-C18F2F0C63C8
109,2017,Trim. 4,diciembre,13,5382FD16-F32C-42E3-B932-AA7AFE9234F7
110,2017,Trim. 4,diciembre,13,A91A3135-A305-4C51-A7C8-54ABFAB53073
111,2017,Trim. 4,diciembre,13,893F8B02-7864-48A2-9AF3-EAD465DECB4E
112,2017,Trim. 4,diciembre,13,0CDDA3A9-BDE4-4975-A0F0-880095420301
113,2017,Trim. 4,diciembre,13,8EA1DB76-B282-4E2C-AE69-241F9D0294C4
114,2017,Trim. 4,diciembre,13,DDE292F3-1A04-42E6-B31B-F567678A5294
115,2017,Trim. 4,diciembre,13,6400729C-07AE-42AD-988E-85DC36BC2C61
116,2017,Trim. 4,diciembre,13,B13BBC90-8DF1-4A77-AF7E-A0D2155E81F3
117,2017,Trim. 4,diciembre,13,04384F09-CF49-4754-9DBE-A84AD9A81A15
118,2017,Trim. 4,diciembre,13,8D5E05F0-8862-41A2-A18C-02C331F9EE4D
119,2017,Trim. 4,diciembre,13,B34358BF-9DD6-4485-BF08-849F567320AD
120,2017,Trim. 4,diciembre,13,625ABC45-F805-44D7-B5C0-CD5A1DA5C114
121,2017,Trim. 4,diciembre,13,6D064632-168E-48CF-BA9C-65A3AEAE8115
122,2017,Trim. 4,diciembre,13,BA460B32-6CAB-4B8D-A139-37F5E2596F16
123,2017,Trim. 4,diciembre,13,63AA7154-08D5-4186-B5EF-0FD7F54FDE87
124,2017,Trim. 4,diciembre,13,E97415BB-13E4-4B01-A2BC-5F3C686CE649
125,2017,Trim. 4,diciembre,13,A99340D1-0FDB-4FED-A93A-68CF35D03F37
126,2017,Trim. 4,diciembre,13,B638739C-E71A-43F2-BF82-2F7AFD659A5C
127,2017,Trim. 4,diciembre,13,12BD776D-88BC-445D-9D55-B5A28ABBF502
128,2017,Trim. 4,diciembre,13,170AA120-3014-4487-993B-403C74819ECF
129,2017,Trim. 4,diciembre,13,9991A7C0-F97A-4734-9E79-AADF6D7B672F
130,2017,Trim. 4,diciembre,13,BCFBA8D4-944E-4D2B-A433-E8FA9087EFF6
131,2017,Trim. 4,diciembre,13,BF960B01-A685-4A99-8CBD-27F89E1175EF
132,2017,Trim. 4,diciembre,13,D7260FA2-1905-498D-AEE7-95B3D41EEF61
133,2017,Trim. 4,diciembre,13,74707D78-7785-49EA-8613-F933154E8B93
134,2017,Trim. 4,diciembre,13,EE34DA35-F687-46E2-8257-D2241465C161
135,2017,Trim. 4,diciembre,13,F0498047-E0E0-451D-8602-C8E3C24B484F
136,2017,Trim. 4,diciembre,13,B0D6C1D1-ECF3-45D4-AD60-19D992AABD82
137,2017,Trim. 4,diciembre,13,13CEC9B4-1EBA-4EDA-98E3-E8A601E5C775
138,2017,Trim. 4,diciembre,13,FC2A21C7-4630-48E7-9D90-0DCCB8A09036
139,2017,Trim. 4,diciembre,13,1BFCF60E-4390-4F2B-8235-2EEAE7F24D33
140,2017,Trim. 4,diciembre,13,2B6F8A71-C0CC-4CC4-8ABB-8406E7AC2AD6
141,2017,Trim. 4,diciembre,13,2A5785FC-E012-4030-9D24-68C64978A04B
142,2017,Trim. 4,diciembre,13,D64D5203-5664-427C-A073-4B7DB8073F1A
143,2017,Trim. 4,diciembre,13,9AD2FB64-D48E-41BB-BCA7-DC72F0C5FC73
144,2017,Trim. 4,diciembre,13,CB23CA3D-838B-495A-A758-FE5AE307D538
145,2017,Trim. 4,diciembre,13,E72B275D-18DA-494D-95DD-8E20BBE6C84B
146,2017,Trim. 4,diciembre,13,6D7F901D-B593-43A9-BC4B-862D0A0BF3A3
147,2017,Trim. 4,diciembre,13,90842691-66FD-4988-98CE-C92A68ED87FA
148,2017,Trim. 4,diciembre,13,1D07190E-4C91-4082-8413-36E6BAF705C5
149,2017,Trim. 4,diciembre,13,767EB254-7E30-49C5-8FD6-94F21E3F52C4
150,2017,Trim. 4,diciembre,13,9FF9B7E0-C279-4D6E-9336-FF9CE7F4D84A
151,2017,Trim. 4,diciembre,13,C876455E-DE38-4BAC-B4B4-6AB03BFEDECD
152,2017,Trim. 4,diciembre,13,98F464ED-9838-4DFE-A400-9A31BA29D8DB
153,2017,Trim. 4,diciembre,13,A93B5B68-06F8-453A-9B57-C9E956000DE9
154,2017,Trim. 4,diciembre,13,D424E532-1465-4BA9-89C9-20A12348E8C3
155,2017,Trim. 4,diciembre,13,F11CA21F-881D-445B-A126-D879267BD29C
156,2017,Trim. 4,diciembre,13,30486482-CEE8-40D3-8571-C409641532FB
157,2017,Trim. 4,diciembre,13,230B2611-64FE-40F9-A10A-2C04A91B1EBE
158,2017,Trim. 4,diciembre,13,E3E6E837-EEB1-4877-ACEC-2C49F36A0B69
159,2017,Trim. 4,diciembre,13,512197BA-F616-4AF6-A228-FA160C5D072C
160,2017,Trim. 4,diciembre,13,9445D76C-F2DE-418D-8FAC-50882EAB7C1B
161,2017,Trim. 4,diciembre,13,7B044FF8-7BC2-42F0-B562-2254C0030981
162,2017,Trim. 4,diciembre,13,A60F7B2D-CB23-4311-AAFB-E3CBF1EBAC4A
163,2017,Trim. 4,diciembre,13,C869871A-1688-4666-8463-1D9E87EFBBBD
164,2017,Trim. 4,diciembre,13,AF98F7E9-8397-4DAD-A633-DC144705DBAD
165,2017,Trim. 4,diciembre,13,F1BB3072-A5D1-4C01-A251-1069061E6F53
166,2017,Trim. 4,diciembre,13,B872E25D-BB93-471A-84FD-D5D2D8F03676
167,2017,Trim. 4,diciembre,13,F7AE786F-AF08-453E-B5E0-E8B5E42D3150
168,2017,Trim. 4,diciembre,13,A1B55F80-E553-4C6E-91F9-7138DB1F507C
169,2017,Trim. 4,diciembre,13,42B09CA2-C4B9-4BC0-98C0-7A919CB5F927
170,2017,Trim. 4,diciembre,13,D1A619D4-42F8-4AF8-9693-6FA106C321AA
171,2017,Trim. 4,diciembre,13,39EFCC19-61AE-45A5-B6EB-53C3B5F303C2
172,2017,Trim. 4,diciembre,13,AD547247-18CC-4ABA-AB08-995A35D4C3E0
173,2017,Trim. 4,diciembre,13,6E564AE6-F8C7-4AF3-9AEB-4194B9D70949
174,2017,Trim. 4,diciembre,13,26B681B9-4FB6-44F0-9E63-36AAD6BFAA98
175,2017,Trim. 4,diciembre,13,27803403-5333-49B4-92BA-A56D570EFCCD
176,2017,Trim. 4,diciembre,13,28F7D26E-2576-42D5-A06D-D4F6DC037338
177,2017,Trim. 4,diciembre,13,268253E4-1B3F-4264-A013-997804BD01E9
178,2017,Trim. 4,diciembre,13,82EFF531-23A3-46F8-A9BD-F470470FD30A
179,2017,Trim. 4,diciembre,13,9A2AD0A2-9223-4CEA-B9BB-9B6480A11A6B
180,2017,Trim. 4,diciembre,13,AAE3BFF5-2E86-4358-955E-3BD11324F5C3
181,2017,Trim. 4,diciembre,13,DC696948-F748-4712-96C8-1E2C18935C25
182,2017,Trim. 4,diciembre,13,F684460A-DCCF-4478-A443-2186BCEDEAD4
183,2017,Trim. 4,diciembre,13,B5A475CD-800D-4A33-8450-FF1FE410CF80
184,2017,Trim. 4,diciembre,13,015CDD2F-3D01-4F1F-9789-7D62AC9E9227
185,2017,Trim. 4,diciembre,13,19F874AB-0F02-408C-AAC9-570B0DF59918
186,2017,Trim. 4,diciembre,13,5804CC5D-4AFA-41F2-8BCB-00617DFEEB8C
187,2017,Trim. 4,diciembre,13,FF4DF8A7-3ECC-4D24-84F5-392ED977ADAC
188,2017,Trim. 4,diciembre,13,1CA2A38B-1699-4F47-AF10-850427A8E5FA
189,2017,Trim. 4,diciembre,13,5843A9EB-2A14-44A5-AF94-537B14C3A53B
190,2017,Trim. 4,diciembre,13,1595C836-62BD-48C3-9AD3-61D58661402C
191,2017,Trim. 4,diciembre,13,69DE854D-8A21-46D5-B583-53141530904D
192,2017,Trim. 4,diciembre,13,CDEED287-63BD-4D42-B15C-EB1D844BEDD5
193,2017,Trim. 4,diciembre,13,45845F7D-180A-4F65-8B8E-5E2F3AC35DA3
194,2017,Trim. 4,diciembre,13,948F32E0-2780-4884-89D1-619B96800FD2
195,2017,Trim. 4,diciembre,13,9AC67717-6650-41DE-9836-337612F87D5B
196,2017,Trim. 4,diciembre,13,3BB274E0-68B7-4EF8-9F45-FD070BDC56ED
197,2017,Trim. 4,diciembre,13,062A8CBC-84D8-4F41-AE53-D739AEA15097
198,2017,Trim. 4,diciembre,13,7C0B4CEC-2C7F-4D49-A507-14BAB1B7AB0F
199,2017,Trim. 4,diciembre,13,13EBC325-44D2-424D-AEA8-28BCCED42683
200,2017,Trim. 4,diciembre,13,3AAB1FFA-956D-4F79-AAC0-F240C1359D6F
201,2017,Trim. 4,diciembre,13,907397D4-4710-449D-83A9-D9CA4021AA19
202,2017,Trim. 4,diciembre,13,11E04B5C-4A3B-4C31-87CD-93787C905539
203,2017,Trim. 4,diciembre,13,4D0C3900-751C-4A65-9269-B00B3E085087
204,2017,Trim. 4,diciembre,13,C2EEE138-D0A9-436A-AD97-0D2176E054F7
205,2017,Trim. 4,diciembre,13,C30D0250-C279-4ACE-A46D-8E8819115267
206,2017,Trim. 4,diciembre,13,D7595A2B-A71F-46CE-A31A-C4D360B3EF82
207,2017,Trim. 4,diciembre,13,E0683F43-E0FA-43A2-9892-7D2705A4C274
208,2017,Trim. 4,diciembre,13,013F18A7-9DC7-4369-B4FF-19D32E4F9FCE
209,2017,Trim. 4,diciembre,13,B0A924F4-A673-40C1-B723-3B9F1D5F0BAB
210,2017,Trim. 4,diciembre,13,E1A1BB05-8CE3-405A-BE3A-0DE5D9C24F60
211,2017,Trim. 4,diciembre,13,8142FC2E-AD40-406B-8EF1-6C6C8B1A2FFC
212,2017,Trim. 4,diciembre,13,B7F0E55A-5863-4E10-9516-9051311E0ACA
213,2017,Trim. 4,diciembre,13,EDCC91D8-5B5A-4BE3-9C81-AE9D04C9C0CA
214,2017,Trim. 4,diciembre,13,574ADE25-9454-4F61-B404-CED7AADDA2AD
215,2017,Trim. 4,diciembre,13,59F97269-7B61-44A9-A67B-BFC7895F6BD1
216,2017,Trim. 4,diciembre,13,A595BE1C-1D89-4632-9496-BFFF5B1C3744
217,2017,Trim. 4,diciembre,13,882CCD94-4E47-42DE-BC57-5B5EFFEAAB95
218,2017,Trim. 4,diciembre,13,B6BE4DAF-40D9-4115-A5AB-EF26C54E2793
219,2017,Trim. 4,diciembre,13,8CB98EBF-E8AB-4BFB-96EE-9EE5DEEFC2FD
220,2017,Trim. 4,diciembre,13,64674AFB-890E-4E89-BBB3-556B62CFC480
221,2017,Trim. 4,diciembre,13,9A224DCC-C60E-441C-83AF-F0F5BE37F19B
222,2017,Trim. 4,diciembre,13,C80A5EDB-9D50-4068-8BD6-33B852B88C2F
223,2017,Trim. 4,diciembre,13,D402856A-52CA-406D-97E1-2995512E5EB3
224,2017,Trim. 4,diciembre,13,1FEAC626-3D24-475E-BAEA-4C881195D04D
225,2017,Trim. 4,diciembre,13,57A8FF1E-FB01-45FE-AC86-85B3EFE5C22F
226,2017,Trim. 4,diciembre,13,403DA7DE-9ADC-4956-90E7-C94134B61AA2
227,2017,Trim. 4,diciembre,13,75C55015-B545-409D-B26D-19E07396C744
228,2017,Trim. 4,diciembre,13,053697DE-C943-40C1-8110-05DD1CD0FA66
229,2017,Trim. 4,diciembre,13,83862125-5FE4-4DF5-ADC0-99B5F19B033B
230,2017,Trim. 4,diciembre,13,BF26A118-AF93-4CB4-86B3-B534B5A114BC
231,2017,Trim. 4,diciembre,13,B0034524-C694-45E7-9C08-A1CDEE4C3834
232,2017,Trim. 4,diciembre,13,675F14B6-6A72-4923-8910-4C439AC56894
233,2017,Trim. 4,diciembre,13,80181EE8-3112-4F50-B08C-96FEB791E1CF
234,2017,Trim. 4,diciembre,13,14FA3AC7-EF52-47CF-B50C-D1B73690BAE8
235,2017,Trim. 4,diciembre,13,CA57FF4B-2C23-48DC-99D2-F87CE513D00F
236,2017,Trim. 4,diciembre,13,C90FC42C-F522-4FF9-BE28-8E1A25D96F62
237,2017,Trim. 4,diciembre,13,00F1E0FA-B6E8-4D7C-A398-C2F7D968F022
238,2017,Trim. 4,diciembre,13,5484F95B-E00B-432C-A8E6-8489285E9141
239,2017,Trim. 4,diciembre,13,79C3CA93-AD1C-4D2F-A0B4-C149C57844EA
240,2017,Trim. 4,diciembre,13,F6F5F020-1B93-4FE1-A815-2352FB9F9FB5
241,2017,Trim. 4,diciembre,13,E2980A60-7720-4066-BF48-0C389444D12D
242,2017,Trim. 4,diciembre,13,E5F56039-CA63-4CF0-B4E2-FB3FD7810B4E
243,2017,Trim. 4,diciembre,13,15C18B7C-AF2B-4090-BF73-0E3C94A8F63C
244,2017,Trim. 4,diciembre,13,DA989E89-3414-423A-99BC-C8244BB3E051
245,2017,Trim. 4,diciembre,13,DDA95382-8CB6-43EB-A981-77BD5B51816A
246,2017,Trim. 4,diciembre,13,ED8D012F-0979-4C86-8DA1-222C28D91C92
247,2017,Trim. 4,diciembre,13,4EDC09F8-4CF9-4C46-AAA4-5DC69B312733
248,2017,Trim. 4,diciembre,13,95E8F206-024E-4E69-895F-B484D03823D7
249,2017,Trim. 4,diciembre,13,4042AC9B-1CED-4C27-9B40-BE177545EFAB
250,2017,Trim. 4,diciembre,13,8714E9A6-7471-44A2-8BFA-E01A6BF577C7
251,2017,Trim. 4,diciembre,13,2DD92835-7A41-43A0-9917-6338F06F07B8
252,2017,Trim. 4,diciembre,13,16D3CB87-8B8C-4791-A875-B80FC515BDA3
253,2017,Trim. 4,diciembre,13,F6055D87-26D8-46E8-BB08-B36628130FB7
254,2017,Trim. 4,diciembre,13,BB1A6E8A-3225-4A65-B9B6-AD2A936AFB43
255,2017,Trim. 4,diciembre,13,39A4303B-CC01-47A9-B2B2-42E8EA2795C6
256,2017,Trim. 4,diciembre,13,8339DD38-3F06-4AF3-867D-13D4FF22B860
257,2017,Trim. 4,diciembre,13,6B8AAC10-AA96-4C82-9CB7-71556EE9A9B4
258,2017,Trim. 4,diciembre,13,9D4D1A47-AFD5-4C14-B404-9A7C8504307B
259,2017,Trim. 4,diciembre,13,45BA47D2-CDD3-4B17-B917-1CA832516134
260,2017,Trim. 4,diciembre,13,D23FAC8D-45FF-4BF5-A872-AF55261E1BEC
261,2017,Trim. 4,diciembre,13,1CA76B3B-FA0E-4AED-B764-366024FD7F2B
262,2017,Trim. 4,diciembre,13,92C4084F-2AB3-48D0-B8A0-29102DC167A2
263,2017,Trim. 4,diciembre,13,1EE0B664-61E9-4DE2-B4DD-6D8060CB7F5F
264,2017,Trim. 4,diciembre,13,1BB81C59-3723-4C2F-9E65-1686732876EB
265,2017,Trim. 4,diciembre,13,4E494E3E-F87D-47EB-8B3F-FF5295BB3E72
266,2017,Trim. 4,diciembre,13,3D512178-C4EB-490E-ACCC-5400822F0D5D
267,2017,Trim. 4,diciembre,13,8156E743-A130-4506-962D-AEC6D320AA4A
268,2017,Trim. 4,diciembre,13,C578AB51-730E-4EC3-8CA2-E233783C9B58
269,2017,Trim. 4,diciembre,13,4F4B17F1-FD5E-4C37-A8F8-2AF87355A7FB
270,2017,Trim. 4,diciembre,13,8154E29E-3778-40D6-BE1D-B7DE2A186D7D
271,2017,Trim. 4,diciembre,13,A7DBE34F-E4FF-485C-AA07-AD0AFE2EE8B2
272,2017,Trim. 4,diciembre,13,9B442CD5-E646-4216-BAB8-667CF6751E9C
273,2017,Trim. 4,diciembre,13,82F6E54D-1B95-4255-8AA8-1189ECAC6EF0
274,2017,Trim. 4,diciembre,13,8924FBD8-F936-4749-BFF3-13502FC55A9F
275,2017,Trim. 4,diciembre,13,72364A62-DEF6-4949-86A5-1B0D1B6151FF
276,2017,Trim. 4,diciembre,13,E3E2944C-EA8D-4F30-8BF7-49D13D149D9A
277,2017,Trim. 4,diciembre,13,3F9A4D05-95A2-4BDA-BBB1-92CB8C6AABE0
278,2017,Trim. 4,diciembre,13,C94C9975-0CAF-43D2-A6AB-05075611D89C
279,2017,Trim. 4,diciembre,13,77E75804-59AE-4333-AB41-3297E3D9812A
280,2017,Trim. 4,diciembre,13,179FDFAC-E19F-4C5D-8F50-0C1DA54C7D51
281,2017,Trim. 4,diciembre,13,1D4475B7-0B4B-4AFF-9B2E-A9F3D0ADCA48
282,2017,Trim. 4,diciembre,13,6ED3DF0A-E858-4500-8952-961227BC5E57
283,2017,Trim. 4,diciembre,13,A8CFACCE-F2E8-4F31-8A66-0FBA0BC4599C
284,2017,Trim. 4,diciembre,13,A99C4B37-0A36-49DB-B5F7-FB843F04233D
285,2017,Trim. 4,diciembre,13,531A2D2B-C4B1-43B9-AC07-DD69DBB64C4F
286,2017,Trim. 4,diciembre,13,32BE9103-B6DA-4544-BCB0-B9BADE5785F6
287,2017,Trim. 4,diciembre,13,D7D20616-C4C7-43C8-9FB8-7EBA84AAD8E1
288,2017,Trim. 4,diciembre,13,76B248EE-CB77-48E0-948C-D2CFDE3E1D31
289,2017,Trim. 4,diciembre,13,3A0E742D-08C1-4034-AE71-54577EB2B092
290,2017,Trim. 4,diciembre,13,DE909360-485D-4FC5-9935-BEF2074E7493
291,2017,Trim. 4,diciembre,13,D4B6BBE9-DAF2-4887-8180-F5F433842E9B
292,2017,Trim. 4,diciembre,13,0565AB52-6EAE-4683-8366-2DD7818BC68F
293,2017,Trim. 4,diciembre,13,8BE2FA2F-670C-4358-BD68-29610F966F58
294,2017,Trim. 4,diciembre,13,F0E5E74F-530B-4232-BCB2-99E204049BB0
295,2017,Trim. 4,diciembre,13,FC9D3815-660F-47B1-A33A-E3AF35234F46
296,2017,Trim. 4,diciembre,13,0419C89A-B2E4-46A5-A46E-C8B72FE6839D
